customer_id,first_name,last_name,date_of_birth,email,phone_number,address,customer_segment,onboarding_date,customer_status,customer_preferences
202,James,Raymond,1969-10-22,james.raymond.202@gmail.com,207.515.8796x4740,"USNV Mcclain, FPO AP 75379",Mass Market,2020-06-24,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
203,Margaret,Watson,1943-04-06,margaret.watson.203@gmail.com,+1-839-846-9434x606,"4906 Heather Mission, Lake Hannah, CA 84072",Mass Market,2024-08-05,Active,"{""preferred_channel"": ""Email"", ""language"": ""es"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
204,Joanna,Ramos,1985-04-17,joanna.ramos.204@hotmail.com,001-233-850-9025x42573,"132 Matthew Stravenue Suite 071, New Allison, OH 21616",Mass Market,2023-11-28,Dormant,"{""preferred_channel"": ""Phone"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
205,Cheyenne,Reed,1971-02-27,cheyenne.reed.205@gmail.com,885.632.4264x250,"8362 Clark Lodge Suite 677, Farleymouth, MN 44777",Affluent,2026-02-05,Active,"{""preferred_channel"": ""Branch"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
206,Tonya,Becker,1983-10-28,tonya.becker.206@hotmail.com,226.357.3275,"00515 Harris Drive, West Mary, MN 82189",Mass Market,2023-11-29,Prospect,
207,Ashley,West,1973-08-29,ashley.west.207@hotmail.com,001-655-815-1229,"PSC 1354, Box 1597, APO AE 82009",Mass Market,2016-05-31,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""medium""}"
208,William,Chaney,1988-04-24,william.chaney.208@gmail.com,(348)237-4417x158,"12512 Kimberly Way, North Jennifermouth, VI 81432",Mass Market,2020-06-17,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
209,Michelle,Brown,1940-08-24,michelle.brown.209@gmail.com,442.789.3113,"69496 Robinson Glen, Jillhaven, AL 86332",Affluent,2018-01-24,Prospect,
210,Joann,Cruz,1999-08-10,joann.cruz.210@yahoo.com,(826)950-6229x2310,"07624 Perez Oval Suite 662, Costaton, MI 14396",Mass Market,2025-09-18,Active,"{""preferred_channel"": ""Email"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
211,Teresa,Buchanan,1979-06-21,teresa.buchanan.211@yahoo.com,,"2951 Ford Stream, Carlfurt, WI 25821",Mass Market,2021-10-07,Active,"{""preferred_channel"": ""Phone"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
212,Kathryn,Miller,2002-01-31,,,"0105 Wood Island, Piercechester, SD 42953",SME,2020-11-12,Prospect,"{""preferred_channel"": ""Mobile App"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""low""}"
213,Matthew,Jones,1944-06-11,matthew.jones.213@yahoo.com,,"0033 Stephanie Dam, Marcusfurt, AK 67380",SME,2020-03-22,Active,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
214,Mark,Green,1959-08-17,mark.green.214@gmail.com,698.563.2106x133,,Mass Market,2017-05-29,Active,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""medium""}"
215,Laura,Beard,1952-02-03,laura.beard.215@gmail.com,937-398-4409,"16600 Reynolds Mountain, Thompsontown, OK 06272",Mass Market,2025-07-15,Active,"{""preferred_channel"": ""Email"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
216,Karen,Simpson,1964-09-20,karen.simpson.216@yahoo.com,494-225-5778,"582 Tiffany Turnpike, Port Heather, CO 55417",Mass Market,2021-08-21,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
217,Stephanie,Lee,1960-05-01,stephanie.lee.217@gmail.com,(211)647-1656,"46997 Erin Bypass Suite 550, Jackiefurt, WV 71151",Mass Market,2016-05-18,Churned,"{""preferred_channel"": ""Phone"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
218,Paul,Buckley,1943-07-13,paul.buckley.218@hotmail.com,787-827-4204,"37730 Parsons Valley, Port Nicholas, ME 24444",Affluent,2022-10-02,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""es"", ""marketing_opt_in"": false, ""risk_appetite"": ""low""}"
219,Rebecca,Hutchinson,1951-03-27,rebecca.hutchinson.219@hotmail.com,(437)885-8471,"32426 Nathan Pass, North Aliciaview, OR 70037",Mass Market,2017-06-05,Churned,"{""preferred_channel"": ""Branch"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
220,James,Barber,1970-10-22,james.barber.220@gmail.com,001-827-298-6239x8471,"205 Long Mountain, Kevinside, PA 43373",Mass Market,2019-12-15,Active,"{""preferred_channel"": ""Branch"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
221,Donna,Tate,1949-09-09,donna.tate.221@hotmail.com,535-588-5379x8214,"75367 Randolph Mount Suite 249, West Davidfurt, GU 72680",Mass Market,2025-02-14,Active,
222,Patricia,Knight,1963-03-06,patricia.knight.222@hotmail.com,001-544-463-3399x9485,"26389 Stephanie Course Suite 711, Port Richard, IA 60729",SME,2016-04-25,Churned,"{""preferred_channel"": ""Branch"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""medium""}"
223,Jamie,Thomas,,jamie.thomas.223@hotmail.com,(926)233-5564x3436,"170 Armstrong Lake, Smithchester, VA 58870",Mass Market,2016-12-27,Active,
224,Garrett,Jones,1982-06-11,garrett.jones.224@hotmail.com,+1-324-687-6230x3911,"178 Cummings Drives, East Kristin, MD 23018",Affluent,2024-12-07,Active,"{""preferred_channel"": ""Branch"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
225,Alicia,Hayden,1964-04-14,alicia.hayden.225@hotmail.com,001-264-586-2872,"1966 Evans Burg Suite 730, South Kimberly, WV 19790",Mass Market,2025-08-25,Active,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
226,Melanie,Jones,1961-04-27,melanie.jones.226@hotmail.com,(501)728-4008,"9759 Mitchell Center Apt. 776, Lake Kimberlyshire, NY 09320",Mass Market,2019-07-13,Active,"{""preferred_channel"": ""Email"", ""language"": ""es"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
227,Kristin,Robinson,1951-06-25,kristin.robinson.227@hotmail.com,711.475.9574x9885,,Mass Market,2025-05-14,Active,"{""preferred_channel"": ""Branch"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
228,Eric,Kennedy,2003-12-23,eric.kennedy.228@gmail.com,437-776-9366x3439,"611 Christopher Street Apt. 286, Mosleyberg, AR 00774",SME,2016-07-09,Prospect,"{""preferred_channel"": ""Branch"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
229,Justin,Long,1951-04-16,justin.long.229@yahoo.com,958.444.6634x533,,SME,2019-08-09,Churned,"{""preferred_channel"": ""Phone"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
230,Eddie,Henson,1981-04-14,eddie.henson.230@yahoo.com,726.200.5595,"25848 Preston Ramp, South Kayla, VA 05668",Mass Market,2018-08-13,Dormant,"{""preferred_channel"": ""Phone"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
231,Amy,Butler,2004-12-29,amy.butler.231@hotmail.com,790-479-3884x1368,"61537 Cory Summit, Garyport, TN 34198",Affluent,2021-03-26,Active,"{""preferred_channel"": ""Phone"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
232,Linda,Mcguire,1944-07-13,linda.mcguire.232@gmail.com,528-483-7505x66186,"137 Hughes Row Suite 300, Lopezshire, MI 02745",Affluent,2017-01-29,Active,"{""preferred_channel"": ""Phone"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""low""}"
233,Juan,Atkinson,2006-07-12,,474-346-0045,"1145 Beasley Falls, New Lauren, IN 06933",Student,2026-01-11,Churned,"{""preferred_channel"": ""Branch"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
234,Laura,Miller,,laura.miller.234@hotmail.com,001-610-573-2283x608,"63963 Cooper Lodge, Bartlettport, KY 33141",Mass Market,2017-11-25,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
235,Miguel,Rowland,1975-07-03,,232.636.5337x746,"00784 Robert Heights Apt. 442, Hammondfort, WY 69915",Mass Market,2020-01-02,Active,"{""preferred_channel"": ""Email"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
236,Christina,Lloyd,1952-08-28,christina.lloyd.236@yahoo.com,602.805.8695x07321,"369 Davis Mountains Apt. 350, Michaelbury, ND 44204",Mass Market,2021-07-07,Active,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
237,Julie,Mays,1972-08-02,julie.mays.237@yahoo.com,+1-520-673-6511,"7820 Tina Ports Apt. 432, East Joan, VA 24014",Affluent,2018-08-18,Active,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
238,Jennifer,Reeves,1976-04-26,jennifer.reeves.238@hotmail.com,001-857-429-8937,"5493 James Hill Suite 871, Port Heatherton, IN 97101",Mass Market,2025-01-20,Active,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
239,Jeffrey,Fields,1982-09-16,jeffrey.fields.239@gmail.com,(381)757-2450x00000,"37178 Brown Roads, Lake Edwardstad, MD 50183",Affluent,2021-05-25,Churned,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
240,Michael,Black,1967-10-09,,236-724-8355,"608 Colleen Center, Clarkchester, PA 81006",Mass Market,2021-07-08,Active,"{""preferred_channel"": ""Phone"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
241,Christine,Phillips,1979-01-28,christine.phillips.241@hotmail.com,+1-646-642-0362x58631,"4625 Todd Way, East Richardbury, VA 89073",Mass Market,2017-12-04,Dormant,"{""preferred_channel"": ""Branch"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
242,Jason,Booker,1953-06-07,jason.booker.242@hotmail.com,995-316-3211x197,"91373 Richard Islands, North Nicole, PR 05056",Mass Market,2024-06-15,Prospect,"{""preferred_channel"": ""Mobile App"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
243,Haley,Cook,1974-01-14,haley.cook.243@hotmail.com,391-660-9365x9520,"941 Perez Locks, Coopertown, OR 18758",Mass Market,2022-08-02,Active,"{""preferred_channel"": ""Branch"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
244,Maria,Mccoy,1963-03-03,maria.mccoy.244@yahoo.com,(566)708-1126x0030,"62715 Cory Extensions, West Priscilla, MI 07323",Student,2023-12-31,Active,"{""preferred_channel"": ""Email"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
245,Hayley,Smith,1974-09-21,hayley.smith.245@hotmail.com,001-414-849-2074,"964 Davis Pike Suite 285, Walshshire, IA 19759",Mass Market,2024-06-09,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
246,Jeremy,Lawson,1985-04-09,jeremy.lawson.246@yahoo.com,+1-838-728-0405x6129,"9582 Guerrero Course, Berrystad, MT 83122",Mass Market,2019-06-23,Active,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
247,Paul,Harris,1953-05-13,paul.harris.247@hotmail.com,200-916-8094x14915,"839 May Road, North Jessica, IN 84059",SME,2017-01-10,Active,"{""preferred_channel"": ""Phone"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
248,Sharon,Best,1988-10-31,sharon.best.248@gmail.com,556.417.8170,,Mass Market,2019-05-11,Active,"{""preferred_channel"": ""Branch"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
249,Elizabeth,Jackson,,,,"63831 Amy Island Suite 053, Moyertown, NM 92620",Mass Market,2018-01-30,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
250,Dominic,Bradley,1991-07-23,dominic.bradley.250@gmail.com,+1-698-243-6998,"USNS Mcclain, FPO AE 43870",Mass Market,2025-11-27,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
251,Teresa,Simpson,1966-05-13,teresa.simpson.251@gmail.com,+1-296-787-2258x937,"2350 Ware Shore, Karlafurt, MS 95880",SME,2021-07-16,Dormant,"{""preferred_channel"": ""Mobile App"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
252,Jacob,Juarez,2003-08-10,,562-392-6933x58951,"5078 Huber Vista Suite 095, Mejiaport, GU 34803",Mass Market,2023-06-11,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""es"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
253,Christine,Lewis,1989-09-17,christine.lewis.253@hotmail.com,436-375-0094,"52769 Heather Pine, Hoffmanberg, WV 63155",Mass Market,2020-05-30,Active,"{""preferred_channel"": ""Phone"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
254,Heather,Duke,2003-08-20,heather.duke.254@gmail.com,5024453931,"5130 Morgan Bypass, Lake Cynthia, OH 97252",Mass Market,2016-06-20,Active,"{""preferred_channel"": ""Phone"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
255,Claire,Brown,2000-06-06,claire.brown.255@hotmail.com,264.472.3875,"172 Rachel Neck Suite 545, Timothyfurt, FL 75371",SME,2023-08-07,Active,"{""preferred_channel"": ""Phone"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
256,Nicole,Moses,1994-07-30,nicole.moses.256@hotmail.com,001-714-738-8232,"835 Adams Crossing, Hardymouth, WA 97974",Affluent,2023-07-18,Active,"{""preferred_channel"": ""Email"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
257,Robyn,Sanchez,1995-06-16,robyn.sanchez.257@gmail.com,(656)908-3200,"889 Bailey Fords Suite 852, Lake Amanda, AR 98884",Affluent,2017-09-16,Active,"{""preferred_channel"": ""Branch"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
258,Rhonda,Ray,1945-11-02,,001-471-391-2602,"767 Brian Rest, North Danielfurt, CT 17475",Mass Market,2026-02-20,Prospect,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
259,Sandra,Heath,1962-06-06,sandra.heath.259@gmail.com,(794)862-0935,"039 Anderson Square, Colonville, IN 59972",SME,2021-12-24,Active,"{""preferred_channel"": ""Branch"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
260,Rachel,Peterson,1998-12-22,rachel.peterson.260@hotmail.com,+1-903-740-3010x9567,"157 Watson Manors Apt. 347, East Maryview, NH 57410",Student,2018-10-29,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
261,William,Ortiz,1943-11-19,william.ortiz.261@hotmail.com,651.504.5847,"30096 Michael Wall, Seanchester, PA 33761",Affluent,2017-03-26,Active,"{""preferred_channel"": ""Email"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
262,Diana,Richards,2004-03-28,diana.richards.262@gmail.com,001-294-690-5315x204,"9873 James Ramp Suite 166, Curtisfurt, CT 19957",Affluent,2021-08-27,Active,"{""preferred_channel"": ""Phone"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
263,Brian,Moore,1942-01-31,brian.moore.263@hotmail.com,+1-941-481-3599x8989,"PSC 1708, Box 8948, APO AE 09755",Affluent,2022-11-14,Active,"{""preferred_channel"": ""Branch"", ""language"": ""es"", ""marketing_opt_in"": false, ""risk_appetite"": ""medium""}"
264,Eric,Macdonald,1980-05-14,eric.macdonald.264@gmail.com,+1-768-582-7697x040,"96156 Troy Plaza Apt. 274, West Jennifer, MI 14526",Student,2022-12-17,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
265,Amy,Smith,2005-07-05,amy.smith.265@gmail.com,986-488-3906x246,"Unit 8799 Box 1609, DPO AE 12190",Affluent,2025-11-22,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
266,Morgan,Terry,1993-10-13,morgan.terry.266@yahoo.com,(217)871-8249x8980,"41746 Kristin Villages, Cindyfurt, SC 49853",Mass Market,2018-12-14,Active,"{""preferred_channel"": ""Branch"", ""language"": ""es"", ""marketing_opt_in"": false, ""risk_appetite"": ""low""}"
267,Michael,Jones,1986-08-24,michael.jones.267@gmail.com,898.486.3653,"5906 Smith Burg Suite 248, Haroldport, PW 49828",SME,2017-01-01,Churned,
268,Kaylee,Rogers,1947-08-04,kaylee.rogers.268@hotmail.com,499-953-0062x21224,"746 Kathryn Ridge Apt. 601, East Juanville, CO 49326",Mass Market,2019-02-09,Active,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
269,Daniel,Martin,1957-04-20,daniel.martin.269@hotmail.com,001-775-636-5968x07852,"USNS Collins, FPO AE 88548",Mass Market,2018-04-03,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
270,Gene,Jones,1988-10-14,gene.jones.270@hotmail.com,+1-501-296-3045,"8824 Mark Forks, Alexanderville, NY 09561",Mass Market,2020-12-18,Active,"{""preferred_channel"": ""Email"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
271,Amber,Cruz,1979-08-11,amber.cruz.271@hotmail.com,482.690.4579x27147,"98642 Anderson Ford, New Shannon, NC 31363",Affluent,2022-06-09,Active,"{""preferred_channel"": ""Email"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""low""}"
272,Maureen,Carlson,,maureen.carlson.272@hotmail.com,561.608.1435x6140,"PSC 3198, Box 0746, APO AP 84585",Mass Market,2024-11-23,Active,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
273,Mario,Ross,2002-07-12,mario.ross.273@yahoo.com,001-697-408-9058x36683,"69708 Amber Point Apt. 787, West Anthonyshire, NE 24173",Mass Market,2024-05-24,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
274,Kelly,Davis,1973-06-03,kelly.davis.274@yahoo.com,+1-421-818-8241x996,"97589 Shannon Valleys, Jenniferstad, KY 17788",Affluent,2023-09-12,Active,"{""preferred_channel"": ""Email"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""medium""}"
275,Frank,Castro,1989-04-03,frank.castro.275@yahoo.com,,"68507 Brian Keys Apt. 119, Theresaburgh, PR 61295",Mass Market,2019-07-01,Prospect,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
276,Alejandra,Gutierrez,1954-09-22,alejandra.gutierrez.276@yahoo.com,(929)544-7161x982,"10450 Michael Points, Walkerburgh, CA 61878",Mass Market,2021-10-08,Active,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""medium""}"
277,Richard,Taylor,1962-12-06,richard.taylor.277@yahoo.com,440.565.7955x156,"085 Rodriguez Park, Jessicaville, FM 31115",Mass Market,2016-09-09,Active,"{""preferred_channel"": ""Phone"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
278,Ariel,Wiggins,1950-12-15,,001-201-951-5325x94795,"73279 Sarah Station Suite 031, North Toniport, TX 82033",Affluent,2016-10-23,Active,"{""preferred_channel"": ""Phone"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
279,Michael,Brady,1986-11-13,michael.brady.279@yahoo.com,(205)261-0067,"018 Love Neck Suite 037, Heatherberg, VT 29049",Mass Market,2025-04-23,Active,"{""preferred_channel"": ""Branch"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""medium""}"
280,Kyle,Chase,1990-05-08,kyle.chase.280@gmail.com,001-806-605-3088,"16673 Christina Avenue, Peggymouth, PW 60340",Mass Market,2016-11-29,Active,
281,Max,Martin,1977-09-01,max.martin.281@gmail.com,362.919.2158,"161 Wesley Forest Suite 588, Lake Briannamouth, OK 98755",Affluent,2023-05-10,Active,"{""preferred_channel"": ""Email"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
282,Tiffany,Taylor,1944-03-29,tiffany.taylor.282@gmail.com,547-243-2811x659,"03042 Melissa Curve, Jimenezberg, UT 14032",Affluent,2025-09-02,Prospect,"{""preferred_channel"": ""Email"", ""language"": ""es"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
283,Jeffery,Raymond,1957-01-29,jeffery.raymond.283@hotmail.com,+1-341-596-6229,"USCGC Tucker, FPO AP 07824",Affluent,2016-07-04,Dormant,"{""preferred_channel"": ""Phone"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
284,James,Bradford,1969-09-20,james.bradford.284@gmail.com,742-643-6258,"880 Avery Ranch, Lake Cindychester, FL 84317",Mass Market,2020-01-26,Active,"{""preferred_channel"": ""Branch"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
285,Lauren,Adams,,lauren.adams.285@hotmail.com,335-836-5974x66986,"12545 Amanda Branch Suite 948, Port Matthewfurt, PA 19191",Mass Market,2023-12-09,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
286,Jennifer,Brown,1955-03-07,jennifer.brown.286@yahoo.com,410.408.1785,"USS Richardson, FPO AP 59042",Affluent,2021-11-18,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""es"", ""marketing_opt_in"": false, ""risk_appetite"": ""low""}"
287,Sara,Soto,1950-08-03,,+1-410-955-8000,"214 Luis Shore, North Ronald, PA 39969",SME,2019-10-15,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
288,Jimmy,Jackson,1992-08-20,jimmy.jackson.288@yahoo.com,793.989.9204,"3236 Miller Keys, South Randyton, OH 60678",Affluent,2022-08-13,Active,
289,Jose,Villarreal,1972-10-02,jose.villarreal.289@yahoo.com,,"Unit 5892 Box 2256, DPO AE 49918",Mass Market,2024-01-04,Active,"{""preferred_channel"": ""Branch"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""low""}"
290,Justin,Ross,,justin.ross.290@hotmail.com,(461)354-7055x491,"411 Rivera Groves Apt. 919, Vargasborough, OR 42580",Affluent,2021-12-04,Active,"{""preferred_channel"": ""Phone"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
291,Stephanie,Wells,1969-03-18,stephanie.wells.291@yahoo.com,719.922.7607,"3394 Darius Course Suite 543, New Emilyshire, SC 44393",Mass Market,2016-12-16,Active,"{""preferred_channel"": ""Phone"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
292,Michaela,Johnson,1964-03-22,michaela.johnson.292@hotmail.com,473.909.6496,"952 Walker Ford, Lake Nathanmouth, VA 01543",Student,2020-04-13,Active,"{""preferred_channel"": ""Branch"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""medium""}"
293,Janice,Hodge,1970-11-17,janice.hodge.293@gmail.com,001-546-240-8822,"97398 Garcia Estate Apt. 097, North Hayley, DE 63250",SME,2018-12-22,Active,"{""preferred_channel"": ""Email"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
294,Jasmine,Myers,1963-02-28,jasmine.myers.294@hotmail.com,508.661.9931x4584,"3113 Williams Ford Suite 236, Lake Joyce, AZ 33093",Affluent,2019-07-11,Active,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
295,Lacey,Richardson,1951-03-27,lacey.richardson.295@hotmail.com,+1-446-565-2752x332,"56913 Natalie Forks, East Jameschester, NH 58300",Mass Market,2016-09-07,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
296,Bonnie,Figueroa,1992-08-13,,922.324.0507x648,"754 Rodriguez Turnpike Apt. 406, Daniellebury, ND 58265",Mass Market,2026-03-18,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""low""}"
297,Sabrina,Daugherty,1998-05-13,sabrina.daugherty.297@yahoo.com,703-392-5199x9452,"27643 Angela Falls, North Michael, LA 20116",Mass Market,2016-12-15,Active,"{""preferred_channel"": ""Email"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
298,Ernest,Rich,1968-05-18,,(477)275-2259,"8129 Anthony Land Apt. 294, North Marcuschester, IL 06011",SME,2023-08-18,Churned,"{""preferred_channel"": ""Phone"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
299,Edwin,Herring,1945-05-28,edwin.herring.299@hotmail.com,281-358-2686x8764,"548 Pedro Inlet, Port Mary, AL 06082",Affluent,2017-12-11,Dormant,"{""preferred_channel"": ""Branch"", ""language"": ""es"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
300,Cheryl,Patel,,cheryl.patel.300@hotmail.com,689.311.7972x6999,"80036 Ortiz Street, Lake Aaron, AL 46092",Student,2024-03-05,Churned,"{""preferred_channel"": ""Email"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
